Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Authenticity check: QID1086,Authenticity check: QID1150,Authenticity check: QID1152,Authenticity check: QID1153,Authenticity check: QID1322913324,Authenticity check: QID444,Authenticity check: QID447,Authenticity check: Bots
AWAITING REVIEW,Not Applicable,2026-05-15T17:40:56.752000Z,2026-05-15T18:21:21.476000Z,,2026-05-15T18:21:21.895269Z,2425,CDT15VVH,5253,English,46,Male,Other,United States,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:40:55.360000Z,2026-05-15T18:03:30.741000Z,,2026-05-15T18:03:31.129467Z,1356,CDT15VVH,3850,"English, Spanish",47,Male,Other,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:40:55.039000Z,2026-05-15T18:00:53.910000Z,,2026-05-15T18:00:54.379329Z,1199,CDT15VVH,61,English,30,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:40:52.626000Z,2026-05-15T18:28:05.359000Z,,2026-05-15T18:28:05.755283Z,2833,CDT15VVH,303,English,24,Female,Black,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:40:56.264000Z,2026-05-15T18:04:08.247000Z,,2026-05-15T18:04:08.670951Z,1392,CDT15VVH,23,English,20,Female,White,United States,United States,Greece,English,Yes,Full-Time,N/A,N/A,Pass,Fail,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:40:59.026000Z,2026-05-15T17:58:28.871000Z,,2026-05-15T17:58:29.692899Z,1050,CDT15VVH,1926,English,38,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:00.461000Z,2026-05-15T18:05:58.573000Z,,2026-05-15T18:05:59.039187Z,1499,CDT15VVH,6761,English,54,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:40:54.278000Z,2026-05-15T17:53:01.889000Z,,2026-05-15T17:53:02.346461Z,728,CDT15VVH,1170,"English, French",32,Male,Black,Cote d'Ivoire,United States,United States,English,No,Part-Time,N/A,N/A,N/A,N/A,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:04.098000Z,2026-05-15T18:28:14.397000Z,,2026-05-15T18:28:14.793163Z,2831,CDT15VVH,1,English,50,Female,White,United States,United States,DATA_EXPIRED,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:48:35.479000Z,2026-05-15T18:10:51.626000Z,,2026-05-15T18:10:52.066453Z,1337,CDT15VVH,1999,English,45,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:04.747000Z,2026-05-15T17:57:22.718000Z,,2026-05-15T17:57:23.146965Z,978,CDT15VVH,407,English,47,Male,Mixed,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:05.081000Z,2026-05-15T18:07:08.872000Z,,2026-05-15T18:07:09.267802Z,1564,CDT15VVH,56,English,50,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:09.233000Z,2026-05-15T18:12:31.170000Z,,2026-05-15T18:12:31.588625Z,1882,CDT15VVH,2136,English,53,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:13.183000Z,2026-05-15T18:17:48.288000Z,,2026-05-15T18:17:48.749007Z,2196,CDT15VVH,256,English,54,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:09.725000Z,2026-05-15T18:21:58.714000Z,,2026-05-15T18:21:59.092725Z,2449,CDT15VVH,110,English,38,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:20.573000Z,2026-05-15T18:12:52.367000Z,,2026-05-15T18:12:52.802248Z,1892,CDT15VVH,60,English,47,Female,White,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:08.389000Z,2026-05-15T18:26:15.361000Z,,2026-05-15T18:26:15.746376Z,2707,CDT15VVH,2638,English,39,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:14.884000Z,2026-05-15T18:37:04.523000Z,,2026-05-15T18:37:04.899648Z,3350,CDT15VVH,10359,English,47,Male,Other,United States,United States,United States,English,Yes,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:11.899000Z,2026-05-15T18:14:33.200000Z,,2026-05-15T18:14:33.623588Z,2002,CDT15VVH,58,English,33,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:11.236000Z,2026-05-15T18:03:44.551000Z,,2026-05-15T18:03:44.979707Z,1354,CDT15VVH,10464,English,46,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:47.033000Z,2026-05-15T18:32:26.720000Z,,2026-05-15T18:32:27.349578Z,3040,CDT15VVH,14,English,70,Female,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:07.243000Z,2026-05-15T18:27:44.103000Z,,2026-05-15T18:27:44.468099Z,2797,CDT15VVH,5,English,24,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:41:33.303000Z,2026-05-15T17:58:34.369000Z,,2026-05-15T17:58:34.780530Z,1022,CDT15VVH,169,English,23,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:43:00.108000Z,2026-05-15T18:07:31.215000Z,,2026-05-15T18:07:31.628862Z,1472,CDT15VVH,1473,English,34,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:42:24.915000Z,2026-05-15T18:03:07.094000Z,,2026-05-15T18:03:07.510155Z,1243,CDT15VVH,2462,English,32,Male,White,United Kingdom,United States,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:42:33.089000Z,2026-05-15T18:08:40.187000Z,,2026-05-15T18:08:40.707910Z,1568,CDT15VVH,3043,English,52,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:43:39.368000Z,2026-05-15T18:28:51.161000Z,,2026-05-15T18:28:51.626097Z,2712,CDT15VVH,719,English,36,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:43:46.371000Z,2026-05-15T18:11:58.720000Z,,2026-05-15T18:11:59.145818Z,1693,CDT15VVH,143,English,44,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:43:57.728000Z,2026-05-15T18:11:59.417000Z,,2026-05-15T18:11:59.824915Z,1682,CDT15VVH,64,English,26,Female,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:45:28.742000Z,2026-05-15T18:22:21.308000Z,,2026-05-15T18:22:21.738551Z,2213,CDT15VVH,438,English,42,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:44:43.586000Z,2026-05-15T18:15:50.025000Z,,2026-05-15T18:15:50.433293Z,1867,CDT15VVH,4966,English,52,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Fail,N/A,Pass,N/A,mixed
AWAITING REVIEW,Not Applicable,2026-05-15T17:46:00.473000Z,2026-05-15T18:09:47.971000Z,,2026-05-15T18:09:48.397320Z,1428,CDT15VVH,9690,English,50,Male,Asian,China,United States,United States,Chinese,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:46:41.700000Z,2026-05-15T18:04:01.697000Z,,2026-05-15T18:04:02.231382Z,1040,CDT15VVH,8903,English,77,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:47:27.333000Z,2026-05-15T18:31:35.812000Z,,2026-05-15T18:31:36.250004Z,2649,CDT15VVH,49,English,32,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T17:59:26.091000Z,2026-05-15T18:32:38.408000Z,,2026-05-15T18:32:38.801679Z,1993,CDT15VVH,18,English,25,Female,Asian,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T18:10:15.603000Z,2026-05-15T18:32:51.634000Z,,2026-05-15T18:32:52.055859Z,1357,CDT15VVH,58,English,40,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T18:23:06.675000Z,2026-05-15T18:48:49.328000Z,,2026-05-15T18:48:49.756858Z,1543,CDT15VVH,283,English,32,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T18:35:09.302000Z,2026-05-15T19:08:10.911000Z,,2026-05-15T19:08:11.731099Z,1982,CDT15VVH,3076,"English, Gaelic",49,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T18:40:34.444000Z,2026-05-15T19:03:11.138000Z,,2026-05-15T19:03:11.532829Z,1357,CDT15VVH,76,English,26,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T18:40:41.973000Z,2026-05-15T19:05:52.697000Z,,2026-05-15T19:05:53.132563Z,1511,CDT15VVH,6686,English,46,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T18:40:45.767000Z,2026-05-15T18:59:41.873000Z,,2026-05-15T18:59:42.611478Z,1137,CDT15VVH,26,English,44,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T18:46:45.982000Z,2026-05-15T19:02:07.098000Z,,2026-05-15T19:02:07.573828Z,922,CDT15VVH,1600,English,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T18:40:51.451000Z,2026-05-15T19:02:24.743000Z,,2026-05-15T19:02:25.200646Z,1294,CDT15VVH,619,English,41,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T18:40:59.508000Z,2026-05-15T19:10:40.369000Z,,2026-05-15T19:10:40.808825Z,1781,CDT15VVH,687,English,54,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T18:41:02.353000Z,2026-05-15T19:17:45.279000Z,,2026-05-15T19:17:46.093158Z,2203,CDT15VVH,7717,English,48,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-15T18:41:05.235000Z,2026-05-15T19:02:07.636000Z,,2026-05-15T19:02:08.052231Z,1263,CDT15VVH,223,"English, Hindi",30,Female,Asian,India,United States,India,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-15T17:40:22.965000Z,,,,,,1359,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIMED-OUT,Not Applicable,2026-05-15T17:40:26.187000Z,,,,244050,,3527,English,28,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:40:24.617000Z,,,,,,25,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:40:29.012000Z,,,,,,5595,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:40:34.936000Z,,,,,,1718,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIMED-OUT,Not Applicable,2026-05-15T17:40:34.519000Z,,,,244041,,5552,English,59,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,,,,,,,7033,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:40:34.522000Z,,,,,,108,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:40:36.017000Z,,,,,,3898,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIMED-OUT,Not Applicable,2026-05-15T17:40:40.992000Z,,,,244035,,2191,English,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-15T17:40:52.663000Z,,,,,,10828,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIMED-OUT,Not Applicable,2026-05-15T17:40:47.740000Z,,,,244028,,21,English,27,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
RETURNED,Not Applicable,2026-05-15T17:40:41.540000Z,,,,,,10228,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:50:25.552000Z,,,,,,5670,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:40:43.411000Z,,,,,,405,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:40:44.105000Z,,,,,,527,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIMED-OUT,Not Applicable,2026-05-15T17:40:47.176000Z,,,,244029,,8078,English,41,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIMED-OUT,Not Applicable,2026-05-15T17:41:00.736000Z,,,,244016,,9433,English,61,Female,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
TIMED-OUT,Not Applicable,2026-05-15T17:40:55.327000Z,,,,244022,,10,English,52,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIMED-OUT,Not Applicable,2026-05-15T17:40:55.010000Z,,,,244022,,3091,English,54,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:40:56.475000Z,,,,,,237,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:41:01.972000Z,,,,,,1036,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,,,,,,,7036,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:41:33.096000Z,,,,,,21,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:41:09.798000Z,,,,,,88,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:41:10.326000Z,,,,,,2127,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-15T17:56:25.785000Z,,,,,,863,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
